,Unnamed: 0,ms_subclass,lot_frontage,lot_area,lot_shape,utilities,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_val,mo_sold,yr_sold,saleprice,ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,alley_Noalley,alley_Pave,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Norm,condition_2_PosA,condition_2_PosN,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,central_air_Y,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
1500,1500,50,52.0,6240,3.0,3.0,2.0,5,5,1930,1950,0.0,2.0,2.0,2.0,2.0,0.0,1.0,448.0,0.0,0.0,480.0,928.0,2.0,2.0,928,608,0,1536,0.0,0.0,2,0,4,1,2.0,7,7.0,1,4.0,1930.0,0.0,2.0,480.0,2.0,2.0,2.0,0,10,0,0,0,0,3.0,0,3,2010,138400,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1501,1501,20,78.0,11645,3.0,3.0,2.0,7,5,2005,2005,0.0,3.0,2.0,3.0,2.0,2.0,5.0,1300.0,0.0,0.0,434.0,1734.0,4.0,4.0,1734,0,0,1734,1.0,0.0,2,0,3,1,3.0,7,7.0,0,0.0,2005.0,2.0,2.0,660.0,2.0,2.0,2.0,160,24,0,0,0,0,0.0,0,1,2006,260000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1502,1502,20,110.0,14977,2.0,3.0,2.0,8,5,2006,2007,304.0,3.0,2.0,4.0,2.0,3.0,5.0,1350.0,0.0,0.0,626.0,1976.0,4.0,4.0,1976,0,0,1976,1.0,0.0,2,0,2,1,3.0,7,7.0,1,5.0,2006.0,1.0,3.0,908.0,2.0,2.0,2.0,250,63,0,0,0,0,0.0,0,7,2007,440000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1503,1503,20,70.0,9100,3.0,3.0,2.0,7,5,2001,2001,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1212.0,1212.0,4.0,4.0,1212,0,0,1212,0.0,0.0,2,0,3,1,3.0,6,7.0,0,0.0,2001.0,1.0,2.0,573.0,2.0,2.0,2.0,356,0,0,0,0,0,0.0,0,6,2009,178000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1504,1504,20,70.0,8400,3.0,3.0,2.0,5,5,1968,1968,168.0,2.0,2.0,2.0,2.0,2.0,3.0,1016.0,0.0,0.0,36.0,1052.0,3.0,4.0,1052,0,0,1052,1.0,0.0,1,1,3,1,2.0,5,7.0,0,0.0,1968.0,1.0,1.0,288.0,2.0,2.0,2.0,356,0,0,0,0,0,2.0,0,11,2006,138500,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1505,1505,20,70.0,7420,3.0,3.0,2.0,5,5,1962,1962,0.0,2.0,2.0,2.0,2.0,0.0,2.0,417.0,0.0,0.0,640.0,1057.0,2.0,4.0,1057,0,0,1057,0.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,1977.0,2.0,2.0,576.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,4,2007,132000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1506,1506,50,75.0,9525,3.0,3.0,2.0,6,5,1953,1953,0.0,2.0,2.0,2.0,2.0,0.0,1.0,468.0,0.0,0.0,532.0,1000.0,2.0,4.0,1068,541,0,1609,0.0,0.0,1,1,5,1,2.0,7,7.0,0,0.0,1953.0,0.0,1.0,305.0,1.0,2.0,2.0,0,0,0,0,0,0,0.0,0,7,2006,149900,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1507,1507,50,68.0,7425,2.0,3.0,2.0,7,7,1945,1950,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,672.0,672.0,3.0,4.0,1195,473,0,1668,0.0,0.0,1,1,3,1,3.0,8,7.0,0,0.0,1945.0,0.0,1.0,252.0,2.0,2.0,2.0,210,0,0,0,0,0,0.0,0,8,2008,108000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1508,1508,20,88.0,7990,2.0,3.0,2.0,5,6,1975,1975,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,924.0,924.0,2.0,4.0,924,0,0,924,0.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,1981.0,0.0,1.0,280.0,2.0,2.0,2.0,0,0,0,0,0,0,3.0,0,4,2008,110000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1509,1509,160,24.0,1300,3.0,3.0,2.0,6,6,1980,1980,0.0,2.0,2.0,3.0,2.0,0.0,4.0,285.0,0.0,0.0,276.0,561.0,2.0,4.0,561,668,0,1229,0.0,0.0,1,1,2,1,2.0,5,7.0,1,3.0,1980.0,2.0,2.0,462.0,2.0,2.0,2.0,150,0,0,0,0,0,4.0,0,5,2009,124000,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1510,1510,45,55.0,5500,3.0,3.0,2.0,4,6,1956,1956,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,882.0,882.0,4.0,4.0,882,0,0,882,0.0,0.0,1,0,1,1,2.0,4,7.0,0,0.0,1980.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0,0,0,0,0,3.0,0,4,2007,103200,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1511,1511,120,40.0,3606,3.0,3.0,2.0,7,5,2006,2007,0.0,3.0,2.0,4.0,3.0,0.0,5.0,937.0,0.0,0.0,415.0,1352.0,4.0,4.0,1352,0,0,1352,1.0,0.0,2,0,2,1,3.0,5,7.0,1,4.0,2006.0,1.0,2.0,466.0,2.0,2.0,2.0,0,241,0,0,0,0,0.0,0,8,2007,194000,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1512,1512,20,68.0,8978,2.0,3.0,2.0,5,5,1968,1968,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,948.0,948.0,2.0,4.0,948,0,0,948,0.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,1968.0,0.0,1.0,300.0,2.0,2.0,2.0,147,0,0,0,0,0,0.0,0,5,2007,108000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1513,1513,20,68.0,9079,2.0,3.0,2.0,5,5,1961,1961,0.0,2.0,2.0,2.0,2.0,0.0,3.0,864.0,0.0,0.0,0.0,864.0,2.0,4.0,864,0,0,864,0.0,0.0,1,0,2,1,2.0,5,7.0,0,0.0,1961.0,0.0,1.0,440.0,2.0,2.0,2.0,158,0,0,0,0,0,0.0,0,7,2009,122000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1514,1514,150,68.0,1700,3.0,3.0,2.0,7,5,1980,1981,0.0,3.0,2.0,3.0,2.0,1.0,5.0,397.0,0.0,0.0,33.0,430.0,2.0,4.0,880,680,140,1700,1.0,0.0,2,1,2,1,3.0,7,7.0,0,0.0,1980.0,2.0,1.0,450.0,3.0,2.0,2.0,188,36,0,0,200,0,0.0,0,4,2006,148400,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1515,1515,20,68.0,9571,3.0,3.0,2.0,5,3,1958,1958,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1276.0,1276.0,2.0,3.0,1276,0,0,1276,0.0,0.0,1,0,3,1,2.0,5,4.0,0,0.0,1958.0,0.0,1.0,350.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,6,2009,60000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1516,1516,20,80.0,9938,3.0,3.0,2.0,7,5,1994,1994,251.0,3.0,2.0,3.0,2.0,0.0,5.0,1271.0,0.0,0.0,331.0,1602.0,4.0,4.0,1626,0,0,1626,1.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,1994.0,1.0,2.0,534.0,2.0,2.0,2.0,424,40,0,0,0,0,0.0,0,4,2008,226500,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1517,1517,20,50.0,9000,3.0,3.0,2.0,2,3,1949,1950,0.0,2.0,2.0,2.0,2.0,2.0,3.0,50.0,0.0,0.0,430.0,480.0,2.0,3.0,480,0,0,480,1.0,0.0,0,0,1,1,2.0,4,7.0,0,0.0,1958.0,0.0,1.0,308.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,10,2006,35311,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1518,1518,90,38.0,7840,2.0,3.0,2.0,6,5,1975,1975,355.0,2.0,2.0,3.0,2.0,3.0,5.0,976.0,0.0,0.0,0.0,976.0,2.0,4.0,1012,0,0,1012,0.0,2.0,2,0,4,0,2.0,4,7.0,0,0.0,1980.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,10,2006,127500,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1519,1519,20,74.0,12395,3.0,3.0,2.0,5,6,1984,1984,0.0,2.0,2.0,2.0,2.0,0.0,4.0,647.0,0.0,0.0,217.0,864.0,2.0,4.0,889,0,0,889,0.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,1984.0,0.0,2.0,484.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,4,2008,137500,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1520,1520,80,68.0,9638,2.0,3.0,2.0,6,6,1977,1977,0.0,2.0,2.0,2.0,2.0,2.0,4.0,368.0,2.0,120.0,541.0,1029.0,2.0,4.0,1117,0,0,1117,1.0,0.0,1,0,3,1,2.0,6,7.0,1,2.0,1977.0,1.0,2.0,542.0,2.0,2.0,2.0,292,0,0,0,0,0,0.0,0,11,2008,147000,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1521,1521,60,108.0,13418,3.0,3.0,2.0,8,5,2004,2005,132.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1117.0,1117.0,4.0,4.0,1132,1320,0,2452,0.0,0.0,3,1,4,1,3.0,9,7.0,1,4.0,2004.0,2.0,3.0,691.0,2.0,2.0,2.0,113,32,0,0,0,0,0.0,0,9,2006,309000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1522,1522,20,68.0,17597,3.0,3.0,2.0,7,9,1971,2009,0.0,3.0,3.0,3.0,2.0,0.0,5.0,803.0,4.0,419.0,581.0,1803.0,2.0,4.0,2365,0,0,2365,1.0,0.0,2,0,3,1,4.0,7,6.0,2,4.0,1971.0,2.0,2.0,551.0,2.0,2.0,2.0,200,144,0,0,0,0,4.0,0,7,2009,315000,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1523,1523,20,72.0,8872,3.0,3.0,2.0,5,8,1965,2008,300.0,2.0,2.0,2.0,2.0,0.0,4.0,595.0,0.0,0.0,317.0,912.0,4.0,4.0,912,0,0,912,1.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,1992.0,0.0,2.0,576.0,2.0,2.0,2.0,0,240,0,0,0,0,0.0,0,12,2008,147000,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1524,1524,120,53.0,3982,3.0,3.0,2.0,8,5,2006,2006,0.0,3.0,2.0,3.0,3.0,2.0,5.0,1154.0,0.0,0.0,366.0,1520.0,4.0,4.0,1567,0,0,1567,1.0,0.0,2,0,1,1,4.0,7,7.0,1,4.0,2006.0,2.0,3.0,648.0,2.0,2.0,2.0,312,0,0,0,0,0,0.0,0,10,2006,264561,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1525,1525,80,60.0,7134,3.0,3.0,1.0,5,5,1955,1955,0.0,2.0,2.0,2.0,2.0,0.0,4.0,384.0,0.0,0.0,0.0,384.0,2.0,4.0,1360,0,0,1360,0.0,0.0,1,0,3,1,2.0,6,6.0,1,3.0,1962.0,0.0,2.0,572.0,2.0,2.0,2.0,0,50,0,0,0,0,3.0,0,2,2007,130000,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1526,1526,160,68.0,2117,3.0,3.0,2.0,6,5,2000,2000,456.0,3.0,2.0,3.0,2.0,0.0,5.0,436.0,0.0,0.0,320.0,756.0,4.0,4.0,769,756,0,1525,0.0,0.0,2,1,3,1,3.0,5,7.0,1,3.0,2000.0,0.0,2.0,440.0,2.0,2.0,2.0,0,0,0,0,0,0,0.0,0,6,2007,177000,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1527,1527,50,58.0,8155,3.0,3.0,2.0,5,7,1930,1950,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,780.0,780.0,3.0,3.0,780,420,0,1200,0.0,0.0,1,0,4,1,2.0,7,7.0,0,0.0,1980.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0,96,0,0,0,0.0,0,7,2008,119000,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
